,level_0,index,D_l,D_s,alpha,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,length,m_l,mu_l_b,mu_l_l,mu_s_b,mu_s_l,name,q_fitted,q_fitted_log,q_true,q_true_log,rho,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c,tEp_true_2,tEp_fitted_2
74,74,74,6.904,25.965,295.062,0.017666272,-20342.78491,-19936.02288,0.93170424,0.167425697,0.0939276,38323,0.15,0.278,0.393,24.928,24.9055,cassan_0_43_678.det.lc.gz,1.14e-06,-5.944812881,1.48e-05,-4.828586585,0.00137138,0.959360159,1.042361402,1.042361402,0.018018321,1.06544,0.027528998,1794.167526,1794.167213,7.638886655,7.63692,0.008139985,0.0294,1793.592893,0.03507789,0.035098,0.083001244,0.0311907025536,0.008139985
75,75,75,5.173,25.9277,6.4459,-0.137660259,-19360.71676,-19266.62001,11.3073723,0.551931348,0.239591,38323,0.14,-0.038,-2.508,24.7492,24.6772,cassan_0_44_3027.det.lc.gz,0.002554932,-2.592620624,0.00196075,-2.707577776,0.000754389,0.866431923,1.154158767,0.866431923,-0.062265555,0.599644,-0.222106507,128.5495253,128.5505714,10.97873211,10.9887,0.554934693,0.4866,128.1925093,0.285883296,0.2863,0.287726843,0.486654166679,0.554934693
76,76,76,6.27,24.6093,39.329,0.006522743,-19186.16017,-19065.56891,6.6502453,0.826019672,0.75163,38323,0.25,-1.963,1.055,23.5898,23.6047,cassan_0_44_3112.det.lc.gz,0.000425128,-3.371480782,6.06e-05,-4.217685786,0.00251807,0.564668589,1.770950287,1.770950287,0.24820637,1.69434,0.229000564,525.6563343,525.667237,10.99763238,11.0653,0.22675601,0.0861,534.0421121,0.934718013,0.926021,1.206281698,0.0905332771774,0.22675601
77,77,77,8.233,20.3245,67.5551,-0.114902332,-19255.00628,-19139.97401,33.624612,0.093831848,0.0470433,38323,0.988,1.779,-11.729,19.8651,19.8696,cassan_0_45_1523.det.lc.gz,1.31e-05,-4.883718877,2.44e-06,-5.612357502,0.000689025,0.861612459,1.160614601,0.861612459,-0.06468803,0.871174,-0.059895094,1640.287306,1640.302897,134.1494548,133.431,0.484986303,0.2085,1603.211974,0.114105474,0.114834,0.299002142,0.22780214149,0.484986303
79,79,79,6.353,24.227,230.847,0.025356007,-19788.0628,-19327.73886,22.20564,0.646395949,0.545324,38323,0.35,1.77,1.044,23.1122,23.1908,cassan_0_45_5.det.lc.gz,0.00311935,-2.505935917,0.000573904,-3.241160748,0.00272289,0.419802834,2.382070627,2.382070627,0.376954634,2.47637,0.393815534,537.3981908,537.4018103,12.85003462,13.155,0.717689081,0.3151,517.79327,1.234027524,1.20299,1.962267794,0.317174151207,0.717689081
81,81,81,5.101,22.0635,332.83,-0.002192608,-19084.26393,-19045.41172,23.956987,1.046007104,0.967249,38323,0.745,-4.408,5.752,20.7484,20.803,cassan_0_47_2036.det.lc.gz,0.000491138,-3.308796392,7.76e-06,-5.110295571,0.00882849,0.527893961,1.894319835,0.527893961,-0.277453307,0.51556,-0.287720785,1785.216098,1785.212962,29.78912198,30.3253,0.660175658,0.0845,1803.805128,1.215614164,1.18464,1.366425874,0.280737987038,0.660175658
82,82,82,8.675,27.2944,196.989,-0.007520903,-19002.99856,-18972.02472,6.5493474,0.669998929,0.38452,38323,0.2,2.897,-11.899,25.3972,25.5734,cassan_0_47_356.det.lc.gz,0.000395949,-3.402360252,4.46e-05,-4.350744996,0.00283492,0.610000433,1.639343098,0.610000433,-0.214669857,0.596988,-0.224034398,145.0873,145.1039549,12.8961183,13.1513,0.256613135,0.0878,148.9356539,0.985137918,0.956022,1.029342665,0.0954142643617,0.256613135
83,83,83,7.042,27.7502,6.91791,0.026240313,-19772.95872,-19268.58346,2.15996176,0.997576365,0.990683,38323,0.35,-0.037,-0.872,24.6555,24.9182,cassan_0_49_1552.det.lc.gz,0.000232486,-3.633603277,9.73e-05,-4.011872877,0.0270924,0.946065943,1.057008771,1.057008771,0.024078591,1.18299,0.072981073,1600.495172,1600.495657,6.768561959,6.77104,0.103203582,0.0668,1600.589144,0.110070697,0.110601,0.110942828,0.195224259059,0.103203582
85,85,85,6.327,19.6936,327.128,0.022648917,-19269.56508,-19241.93693,5.4270416,0.225152423,0.190681,38323,0.999,-2.308,1.405,19.2192,19.2239,cassan_0_4_1862.det.lc.gz,0.001930077,-2.714425262,0.000149085,-3.82656605,0.000841235,0.662184076,1.510154104,1.510154104,0.179021267,1.35515,0.131987369,1787.970711,1787.954947,17.86985018,18.3346,0.785069816,0.2239,1779.764126,0.712846431,0.684547,0.847970029,0.224396836328,0.785069816
86,86,86,6.722,24.2122,97.5767,2.30541005,-24035.89922,-20534.16777,5.0577761,0.375307934,0.164352,38323,0.3,1.535,5.763,23.2453,23.2265,cassan_0_56_1613.det.lc.gz,0.004185361,-2.378267125,0.0146471,-1.834248353,0.000832556,0.934168724,1.070470434,1.070470434,0.029574677,0.604776,-0.218405452,1630.490841,1630.398949,4.043483033,4.83535,0.261590557,0.5852,1630.31495,0.129173962,0.0743666,0.13630171,0.58521306672,0.261590557
88,88,88,6.348,25.0027,264.91,-0.2237828,-19590.73214,-19510.50867,9.5235665,0.236472641,0.1443,38323,0.2,-7.338,7.607,23.8108,23.9234,cassan_0_56_97.det.lc.gz,0.004008312,-2.397038454,0.00590601,-2.228705822,0.000632573,0.960587935,1.041029107,0.960587935,-0.017462873,2.76287,0.441360451,360.6409868,360.6455702,3.825120747,3.9665,0.242173112,0.3048,360.9332779,0.025134669,0.0238093,0.080441173,0.304838109374,0.242173112
89,89,89,6.891,25.8951,312.476,0.384513916,-19609.2578,-19153.71733,12.6752144,0.232585522,0.0812642,38323,0.15,-1.459,-2.665,24.7906,24.7993,cassan_0_57_2275.det.lc.gz,0.000368562,-3.433489811,0.000540418,-3.267270194,0.00100337,0.8449107,1.183557032,1.183557032,0.07318919,1.30707,0.116298847,150.9696934,150.90445,26.75778188,25.9738,0.51369484,0.6038,144.1929858,0.224811279,0.236808,0.338646332,0.6043722913,0.51369484
90,90,90,5.418,19.6545,182.176,-0.011343993,-19204.30549,-19094.63956,63.997831,0.831227841,0.892127,38323,0.92,-1.104,-1.931,19.0907,19.1673,cassan_0_58_591.det.lc.gz,0.000800206,-3.096798188,1.97e-05,-4.706301632,0.00431016,0.489109211,2.044533159,0.489109211,-0.310594159,0.458168,-0.338975247,528.151223,528.2050735,108.258152,105.433,3.062397173,0.4675,534.6601829,1.554261468,1.61389,1.555423948,0.652301277214,3.062397173
91,91,91,9.337,20.8903,122.061,-0.033399469,-18939.73877,-18840.46372,17.077752,0.479740188,0.432664,38323,1.021,1.255,-8.487,20.1906,20.2468,cassan_0_59_1733.det.lc.gz,4.17e-05,-4.379658559,3.36e-06,-5.473663308,0.00194913,0.925774436,1.080176726,0.925774436,-0.033494816,0.881021,-0.05501374,146.6801332,146.680653,71.0833512,71.1573,0.459133112,0.1304,137.3766255,0.08191493,0.0818256,0.15440229,0.190392094029,0.459133112
92,92,92,7.355,26.5903,346.081,0.041014564,-19442.38909,-19331.14123,2.23581072,0.066349817,0.016967,38323,0.15,-0.954,0.772,25.0055,25.1344,cassan_0_59_1988.det.lc.gz,5.84e-06,-5.233931967,0.0030234,-2.519504391,0.000636238,0.949713895,1.052948688,1.052948688,0.022407208,1.33588,0.125767448,532.8003724,532.8109896,4.677259332,3.90876,0.011298622,0.2149,532.6801071,0.099981377,0.133497,0.103234793,0.214939325307,0.011298622
93,93,93,6.063,25.3945,37.6638,-0.068155697,-19228.3429,-19202.3785,0.870013,0.091961821,0.0450256,38323,0.2,4.996,0.175,23.9985,24.0558,cassan_0_59_3226.det.lc.gz,1.08e-05,-4.968092561,4.63e-05,-4.334225824,0.000291571,0.882445085,1.133214992,0.882445085,-0.054312312,0.894294,-0.048519683,548.3738559,548.3541146,8.73303915,8.70013,0.028649637,0.0592,547.0143783,0.196601644,0.200163,0.250769907,0.0592535788514,0.028649637
94,94,94,9.879,23.3781,322.547,0.062685671,-19758.68622,-19452.32682,5.4213714,0.098339393,0.0519877,38323,0.66,0.488,-10.03,22.3279,22.3756,cassan_0_59_492.det.lc.gz,3.91e-07,-6.408118774,2.18e-05,-4.660860727,0.000729757,0.764838338,1.30746584,1.30746584,0.116430351,0.783132,-0.10616503,156.6782131,156.7513997,16.41742552,17.7169,0.010262323,0.0828,162.18823,0.426384569,0.387696,0.542627503,0.0837253256632,0.010262323
95,95,95,7.823,26.4667,202.603,4.273562066,-114031.9962,-20506.36568,70.101933,0.306987638,0.187892,38323,0.15,2.28,-6.973,24.9632,24.9785,cassan_0_5_3066.det.lc.gz,0.000564346,-3.248454401,0.00637411,-2.195580446,0.00242519,0.936538516,1.067761745,1.067761745,0.028474357,1.68851,0.227503637,324.2692499,324.2519738,63.47445862,64.3137,1.507897444,5.1347,321.1505954,0.121678017,0.118599,0.131223229,5.13704709375,1.507897444
96,96,96,3.605,24.9655,78.4576,-0.105294442,-19737.88411,-19382.55152,2.8678452,0.550531755,0.339844,38323,0.17,-1.004,-0.425,23.6025,23.5588,cassan_0_60_2481.det.lc.gz,0.005900648,-2.229100262,0.000544616,-3.263909604,0.000835148,0.75220613,1.329422827,0.75220613,-0.123663132,0.871075,-0.05994445,336.7539037,336.770613,11.66291705,11.8506,0.895894882,0.2766,330.2215828,0.139551734,0.135323,0.577216697,0.276734594154,0.895894882
99,99,99,5.854,27.0369,326.199,0.03634264,-19166.16657,-18976.61884,2.53624,0.930059698,0.78757,38323,0.2,1.367,0.914,24.9042,25.0303,cassan_0_61_1102.det.lc.gz,0.001748975,-2.75721648,0.000287083,-3.541992524,0.00448942,0.855805069,1.168490391,1.168490391,0.067625145,0.918218,-0.037054198,1792.302625,1792.301484,12.91942902,12.94,0.54030014,0.2192,1790.084372,0.26132656,0.260229,0.312685321,0.226814943693,0.54030014
100,100,100,6.33,27.9129,253.325,0.278536601,-19627.02385,-19442.88324,0.581067,0.212050622,0.0367879,38323,0.15,-6.084,-6.153,25.5319,25.7224,cassan_0_61_1438.det.lc.gz,0.001260794,-2.899356033,0.000762901,-3.117531816,0.00164292,0.871461144,1.147498092,1.147498092,0.059751972,1.02074,0.008915134,1402.14289,1402.131087,8.06343496,7.74756,0.286313661,0.214,1400.015828,0.081306249,0.0858548,0.276036947,0.214370965241,0.286313661
101,101,101,10.597,34.5771,171.312,-0.167478967,-20868.96116,-19180.06939,3.16725546,0.929702575,0.79475,38323,0.16,0.002,-0.078,29.543,29.8274,cassan_0_63_1014.det.lc.gz,0.000840502,-3.075461012,0.00203551,-2.69132676,0.00854417,0.859386329,1.163621024,0.859386329,-0.065811559,0.736783,-0.132660403,138.7698891,138.7738453,6.03812824,5.93119,0.175053914,0.2676,138.4931427,0.300762485,0.31633,0.304234695,0.272351619186,0.175053914
102,102,102,6.695,24.9349,271.957,-0.0038996,-19398.27005,-19360.04258,2.83434587,0.879407574,0.89628,38323,0.25,3.65,0.523,23.7796,23.8234,cassan_0_69_2034.det.lc.gz,0.004713426,-2.326663324,0.0010787,-2.967099321,0.0149293,0.466824097,2.142134491,0.466824097,-0.330846734,2.14898,0.332232374,1759.530284,1759.530412,1.703117336,1.69823,0.116926489,0.0558,1756.701938,0.220866131,0.221455,1.675310394,0.0612678455706,0.116926489
105,105,105,7.051,24.5084,322.928,0.015277246,-19254.28427,-19209.45086,22.7771131,1.532613311,0.423328,38323,0.3,-7.352,-1.495,23.3961,23.4334,cassan_0_70_267.det.lc.gz,0.00795032,-2.099615386,0.000683181,-3.16546422,0.000946551,0.301619157,3.315439273,3.315439273,0.520541078,2.46359,0.391568433,376.9383188,375.2380697,19.31094226,23.7509,1.721851812,0.6208,342.5636043,2.431971133,1.82059,3.013820116,0.621201581143,1.721851812
107,107,107,9.162,21.4419,173.408,0.065128756,-22775.22618,-22287.03792,3.27109206,0.008750856,0.0234223,38323,0.858,4.569,-13.977,20.8716,20.8908,cassan_0_70_3144.det.lc.gz,2.21e-13,-12.65504675,0.0201459,-1.695813326,0.000687996,0.958216065,1.043605964,1.043605964,0.018536552,0.98369,-0.007141744,1641.111647,1640.903721,20.77799968,8.93741,9.77e-06,1.2685,1641.291938,0.08494789,0.367658,0.085389899,1.26855739203,9.77e-06
108,108,108,8.278,25.6631,134.094,-92.07741975,-26493.59166,-24058.33389,111.6409762,0.040421507,0.199723,38323,0.2,0.088,-10.235,24.6033,24.6072,cassan_0_71_152.det.lc.gz,0.001980029,-2.703328487,0.0500147,-1.300902332,0.00127492,0.958192353,1.043631789,0.958192353,-0.018547299,2.0007,0.301181972,495.448043,458.3474207,160.735768,81.6686,7.152342222,18.2643,494.1910889,0.085080813,0.619239,0.085439436,18.2646351713,7.152342222
109,109,109,6.956,26.0567,344.3,0.990755666,-20787.01556,-20285.21663,45.639495,0.18894013,0.0808144,38323,0.121,-0.424,-1.639,25.1853,25.2271,cassan_0_71_2165.det.lc.gz,0.007214939,-2.141767327,0.0164552,-1.783696835,0.00419894,0.911316945,1.097313075,1.097313075,0.040330554,0.270598,-0.567675418,362.6997189,362.7283859,13.74893708,13.3254,1.167845686,1.7094,365.1882749,0.042820569,0.0497206,0.18599613,1.71026881629,1.167845686
110,110,110,8.415,21.294,240.339,-0.037824166,-19252.85502,-19201.07461,4.4913011,0.248434152,0.160247,38323,0.831,1.827,-11.565,20.7812,20.7647,cassan_0_71_3040.det.lc.gz,6.35e-05,-4.197367585,7.28e-06,-5.138142527,0.00214089,0.881605856,1.134293736,0.881605856,-0.054725534,0.910341,-0.040795897,472.7799618,472.9265021,31.01489087,31.4077,0.247107806,0.0847,479.6501441,0.121587127,0.122222,0.25268788,0.108178487185,0.247107806
111,111,111,5.371,25.5914,162.85,0.029631407,-19291.82291,-19080.9005,3.1726676,0.633270046,0.268643,38323,0.19,0.006,-2.194,24.2836,24.2505,cassan_0_71_669.det.lc.gz,4.53e-06,-5.344370739,1.44e-05,-4.840426792,0.00234307,0.957457535,1.044432743,1.044432743,0.018880479,1.10364,0.042827433,144.2808006,144.2821801,17.70154435,17.7244,0.037655272,0.0674,144.735423,0.083096863,0.082869,0.086975208,0.0790475990172,0.037655272
112,112,112,8.938,25.3424,168.026,0.072802995,-22313.29237,-19268.75839,6.2071666,0.503738371,0.209902,38323,0.3,-1.808,-9.036,24.2183,24.1872,cassan_0_72_2562.det.lc.gz,2.8e-06,-5.55296509,1.03e-05,-4.988285802,0.00226253,0.548371497,1.823581287,1.823581287,0.260925127,1.66485,0.22137511,298.0540322,298.2019208,23.74934524,26.6402,0.039734623,0.0854,304.0749342,1.249755297,1.03841,1.27520979,0.104608307777,0.039734623
113,113,113,4.025,25.1443,10.6234,0.110794303,-19296.8597,-19196.07651,3.2291149,0.288367781,0.0785586,38323,0.16,-0.53,-5.239,23.8855,23.8283,cassan_0_72_70.det.lc.gz,5.38e-05,-4.268829523,0.000139827,-3.85440896,0.000608441,0.926809422,1.078970472,1.078970472,0.03300956,0.958101,-0.018588707,128.6575088,128.6613464,26.49867464,26.6869,0.194450646,0.3156,129.4255676,0.149374919,0.14783,0.15216105,0.315985969212,0.194450646
117,117,117,8.565,27.0193,344.325,-0.028173441,-19097.62296,-19007.92378,2.06966562,0.613037402,0.768811,38323,0.2,-5.251,-9.022,25.1155,25.3337,cassan_0_7_3155.det.lc.gz,0.009903903,-2.00419361,0.00277155,-2.557277282,0.00790313,0.6663539,1.500704056,0.6663539,-0.176295056,0.761844,-0.118133948,124.19477,124.1992866,2.950297182,2.65002,0.293608727,0.1395,124.8756017,0.801802156,0.955992,0.834350156,0.141074915792,0.293608727
118,118,118,5.752,24.6801,353.191,0.042881276,-19155.31661,-19118.86459,3.23630104,0.024580961,0.120883,38323,0.25,0.006,1.126,23.4898,23.5691,cassan_0_82_2816.det.lc.gz,2.84e-05,-4.546642191,7.65e-05,-4.116471428,0.00142571,0.693960293,1.441004638,1.441004638,0.158665379,2.07883,0.317818976,1802.964241,1802.973025,13.65069825,8.25587,-0.07275013,0.0722,1801.431619,0.73855923,1.54894,0.747044345,0.0731624043382,-0.07275013
119,119,119,7.443,25.4969,224.756,0.03134597,-19436.61288,-19378.08058,3.7492767,0.447687217,0.146138,38323,0.2,0.826,-1.625,24.3162,24.389,cassan_0_83_215.det.lc.gz,0.000128617,-3.890701712,7.8e-05,-4.108173852,0.000886934,0.83779324,1.193611923,1.193611923,0.076863148,1.25752,0.099514901,181.7798997,181.7685659,9.451500094,9.61353,0.107188918,0.0849,179.427064,0.254237894,0.248226,0.355818682,0.0853314663241,0.107188918
120,120,120,6.913,24.5385,197.843,0.173500019,-19151.73854,-18993.13642,12.8638588,0.144842732,0.0459363,38323,0.3,-3.889,-4.365,23.5152,23.5126,cassan_0_83_3233.det.lc.gz,6.44e-05,-4.190985912,0.000164191,-3.784650652,0.000502316,0.791467101,1.263476396,1.263476396,0.101567133,1.2009,0.079506845,1444.817981,1444.689057,52.3073986,52.0804,0.419826807,0.6673,1437.284804,0.449501677,0.443499,0.472009295,0.667855383471,0.419826807
121,121,121,5.666,21.3451,202.611,-0.012560231,-19420.34166,-19074.20783,7.1743446,0.97346569,0.972765,38323,0.745,0.082,6.934,20.5566,20.5784,cassan_0_83_553.det.lc.gz,0.000102094,-3.990999602,1.95e-05,-4.710172563,0.00698746,0.88969102,1.123985718,0.88969102,-0.050760793,0.816518,-0.088034237,1807.814358,1807.813759,20.73610659,20.7351,0.209520931,0.0915,1809.695281,0.216023457,0.216168,0.234294697,0.171393628989,0.209520931
122,122,122,6.763,32.5922,34.9346,0.006937279,-19352.71077,-19312.92844,3.9878818,0.921232471,0.75401,38323,0.575,-0.034,-0.079,32.2138,32.8377,cassan_0_84_2961.det.lc.gz,6.44e-06,-5.191283703,2.49e-06,-5.602962524,0.00160096,0.907656161,1.101738789,1.101738789,0.04207864,1.13296,0.054214577,1772.057515,1772.058216,20.66193095,20.6626,0.052423867,0.0326,1774.337718,0.159653532,0.159641,0.194082628,0.0464475436188,0.052423867
123,123,123,8.443,25.6888,336.826,0.089351511,-24226.88013,-22903.50385,2.4713856,0.121930679,0.0220301,38323,0.3,2.622,-9.694,24.0278,24.1735,cassan_0_86_1701.det.lc.gz,2.22e-10,-9.653508341,0.000113011,-3.946879282,0.000426673,0.947344984,1.055581669,1.055581669,0.02349184,1.07115,0.029850292,1605.952468,1605.897201,20.83540213,22.8832,-0.00031049,0.2433,1605.072117,0.099648844,0.0854455,0.108236685,0.243459450337,-0.00031049
124,124,124,1.662,22.1679,109.383,0.006521644,-20135.34454,-19622.2509,11.8968465,0.024836562,0.00318508,38323,0.2,0.088,0.871,21.2565,21.1997,cassan_0_86_582.det.lc.gz,4.84e-13,-12.31557194,0.00193752,-2.712753806,0.000156495,0.619611283,1.61391509,1.61391509,0.207880682,1.25439,0.098432583,467.7174435,476.8594417,22.30233242,28.6671,-1.55e-05,1.2618,488.8743338,0.297861917,0.192203,0.994303806,1.26185543684,-1.55e-05
126,126,126,6.607,27.7729,119.822,0.297785219,-20992.89492,-19602.06888,26.0472279,0.807515248,0.480058,38323,0.16,-0.31,-1.726,25.7952,25.8027,cassan_0_87_3319.det.lc.gz,0.024344428,-1.613600424,0.0031216,-2.505622748,0.00446668,0.541752351,1.845861857,1.845861857,0.266199196,0.537494,-0.269626379,1818.157228,1818.143256,20.05745268,20.6233,3.129504383,1.1523,1793.231288,0.39538705,0.395209,1.304109507,1.15592653274,3.129504383
128,128,128,7.929,25.1684,304.455,-7.819757452,-46586.40201,-24098.63964,2.0900231,0.206310359,0.100851,38323,0.454,2.444,-6.128,23.5647,23.5654,cassan_0_87_82.det.lc.gz,0.000198453,-3.702342429,0.00111379,-2.953196686,0.000648402,0.951248982,1.051249482,0.951248982,-0.021705795,1.03614,0.01541844,515.8294059,515.6536675,72.41425281,67.4201,1.020123704,2.25,521.7910701,0.056765558,0.0639065,0.1000005,2.25046882493,1.020123704
131,131,131,5.456,28.5038,328.883,-0.028135029,-19209.71633,-19051.49867,6.60024992,0.955304296,0.942054,38323,0.13,-0.003,-0.015,26.3413,26.3447,cassan_0_88_3229.det.lc.gz,0.027960047,-1.553462098,0.00218743,-2.660065836,0.00788548,0.669685295,1.493238702,0.669685295,-0.174129238,1.02423,0.010397492,147.3320039,147.3391481,8.921753726,8.84752,1.49182947,0.4138,150.658749,0.734302792,0.747206,0.823553407,0.419638423406,1.49182947
134,134,134,10.585,26.5082,20.3473,0.097281127,-19400.38063,-19054.97903,28.708916,1.046594359,0.285462,38323,0.934,-2.209,-9.938,23.0597,23.4062,cassan_0_89_2996.det.lc.gz,0.002003082,-2.698301332,0.00126544,-2.897758442,0.00200205,0.344798199,2.900247163,2.900247163,0.462435011,2.45754,0.390500595,1760.313895,1761.966294,25.71745829,30.5414,1.151005445,1.0864,1782.779003,2.40151108,1.82254,2.555448964,1.08816921122,1.151005445
135,135,135,10.449,34.3285,202.987,0.424801345,-19900.52865,-19617.34881,3.26622897,0.1624044,0.0470014,38323,0.11,-0.001,-0.071,30.1813,30.3126,cassan_0_89_622.det.lc.gz,0.006672699,-2.17569844,0.00822742,-2.084736332,0.00363056,0.845679902,1.182480508,1.182480508,0.072793991,0.693918,-0.158691847,545.3889572,545.3677869,3.925874504,4.55541,0.320691311,0.4132,545.0883465,0.327980839,0.210593,0.336800607,0.413529896996,0.320691311
137,137,137,6.868,25.5318,82.5735,0.069800855,-19314.60614,-19287.98398,3.70065109,0.551392137,0.375675,38323,0.2,0.021,0.888,24.3514,24.3595,cassan_0_96_1386.det.lc.gz,0.262283283,-0.581229389,0.00808752,-2.092184632,0.00134677,0.453104721,2.206995322,2.206995322,0.343801413,1.41349,0.15029274,512.0240779,512.0390207,5.342201377,5.41823,2.735933648,0.4873,521.3454325,0.177823487,0.180683,1.7538906,0.487319527667,2.735933648
138,138,138,7.701,24.348,176.829,0.001464908,-19478.34763,-19392.2677,0.5405961,0.146906467,0.101845,38323,0.35,0.977,-1.831,23.1898,23.2367,cassan_0_96_831.det.lc.gz,6.1e-08,-7.214961863,6.84e-06,-5.164954057,0.00208445,0.881179663,1.13484235,1.13484235,0.054935534,1.14394,0.058403246,177.7687468,177.7700029,4.828213136,4.91451,0.00119208,0.0129,177.8391071,0.253243745,0.246101,0.253662687,0.01643602879,0.00119208
139,139,139,9.825,23.3786,82.9798,0.382362631,-19653.81372,-19406.21001,5.8756016,0.072863097,0.038782,38323,0.6,4.247,-10.447,22.4311,22.4266,cassan_0_97_2404.det.lc.gz,0.000113426,-3.945287346,0.00011229,-3.949658918,0.00085017,0.826385352,1.210089213,1.210089213,0.08281739,0.827215,-0.082381599,1430.446167,1430.446,15.68665697,15.6266,0.167065482,0.1656,1424.510702,0.063716115,0.0640354,0.383703861,0.166122436399,0.167065482
141,141,141,6.494,25.7496,130.871,0.020164468,-19639.42196,-19454.87605,5.85688266,0.580935278,0.121103,38323,0.2,-1.698,-1.149,24.2348,24.3873,cassan_0_99_1542.det.lc.gz,0.000117684,-3.929284303,0.000246913,-3.607456044,0.00112791,0.481707069,2.075950436,2.075950436,0.31721698,0.540428,-0.267262158,328.971191,328.951997,5.303273521,6.13929,0.057530994,0.0965,323.0638161,1.140532379,0.898198,1.594243367,0.0967177248315,0.057530994
